ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"5576"	"7188"	0.36538598	"13709"	0.47078893	"27263"	0.57750489	"13337"	0.69433499	"14922"	0.70886239	"25763"	1.10179009	
"19905"	"13460"	1.13847324	"23964"	1.40567781	"16590"	2.10749584	"12035"	2.16874724	"1359"	2.19474158	"22693"	2.22398780	
"15337"	"7775"	1.09311425	"9091"	1.15443113	"14648"	1.24025037	"25932"	2.06192572	"23393"	2.09769711	"7268"	2.11770505	
"22213"	"25218"	1.16192452	"3088"	1.25038025	"30311"	1.25521383	"31725"	1.27777801	"9857"	1.34600485	"647"	1.56561827	
"32317"	"14614"	0.69483251	"22787"	1.40780132	"7751"	1.41492008	"15501"	1.60886609	"2383"	1.97192616	"2948"	2.19713019	
"3333"	"21617"	0.38395985	"31023"	0.45250693	"7064"	1.06104936	"32023"	1.06666470	"9484"	1.08786491	"16821"	1.10778862	
"12048"	"2939"	1.27849459	"924"	2.16016348	"8747"	2.22950973	"5663"	2.23752642	"28042"	2.25906558	"15504"	2.28715572	
"16253"	"25256"	0.38186234	"15430"	0.53101179	"24570"	0.54452733	"22006"	0.67628812	"15271"	1.21231585	"22329"	1.29444419	
"22168"	"728"	1.37930776	"30619"	1.40238967	"25495"	1.41359725	"12171"	1.53045100	"11524"	1.53587689	"8917"	1.56000904	
"5168"	"23878"	1.10120934	"31083"	1.14790338	"24038"	1.21091314	"13943"	1.22382911	"16955"	1.25239252	"10047"	1.25367743	
"17562"	"8996"	2.17321090	"19279"	2.20702915	"9447"	2.34030559	"28358"	2.36803664	"27532"	2.40480720	"23113"	3.08234808	
"14967"	"18080"	0.03172571	"30698"	0.07051133	"8521"	0.26697169	"4184"	1.07742389	"13364"	1.08288347	"12945"	1.08541772	
"28037"	"15028"	1.02766934	"25726"	1.19610888	"18530"	1.21511518	"12633"	1.39492802	"20583"	1.40787981	"15442"	1.80547871	
"30016"	"3601"	1.45394800	"19189"	2.04397240	"26948"	2.05900154	"27456"	2.07692561	"292"	2.08635273	"10776"	2.08725153	
"4579"	"32213"	2.08615001	"3601"	2.11734780	"26319"	2.14796553	"3435"	2.20310908	"27314"	2.22379752	"24751"	2.28409018	
"9201"	"25611"	1.17806165	"20068"	1.18627368	"4965"	1.31400759	"6702"	1.34577641	"16981"	1.37115790	"12331"	1.52297533	
"20906"	"13454"	1.00972653	"19683"	1.22384009	"16949"	1.23227726	"24886"	1.25030227	"21009"	1.26975168	"16621"	1.28394527	
"22849"	"3898"	2.08687893	"12668"	2.19778456	"23545"	2.25888548	"696"	2.35861126	"31886"	2.38956503	"21699"	2.43545366	
"31235"	"24516"	1.21503459	"19249"	1.25009026	"108"	1.29274688	"10129"	1.42812001	"7252"	1.45785923	"27503"	1.47714397	
"6788"	"14982"	0.08715663	"24093"	0.09674031	"20524"	0.09860169	"15921"	0.13752485	"24145"	0.14028717	"10407"	0.14789737	
"30705"	"15212"	1.03834501	"11010"	1.16601189	"14523"	1.23454937	"12295"	1.24127667	"31473"	1.27306148	"17253"	1.29137996	
"9463"	"10589"	0.25156867	"22550"	1.10130127	"28985"	1.13624481	"11802"	1.14284638	"5955"	1.15352990	"14365"	1.15568493	
"1346"	"15860"	0.19411262	"2929"	0.19626482	"20215"	0.31798034	"6395"	1.08827139	"13592"	1.09402078	"4003"	1.11930313	
"20041"	"8935"	0.47944093	"26018"	1.36633752	"7724"	1.51436291	"23323"	1.68902892	"22693"	2.19323727	"1559"	2.21920344	
"31511"	"19477"	0.11733590	"9205"	0.18282794	"16429"	0.20348962	"14208"	0.35929720	"3501"	0.37221120	"9042"	0.42901978	
"7439"	"3624"	1.25398153	"7516"	1.27999091	"3405"	1.28209214	"30413"	1.33727663	"14124"	1.36625653	"23789"	1.41496987	
"13975"	"31616"	1.26785770	"16708"	1.33099657	"17103"	1.36345997	"7195"	1.48222092	"16650"	1.51369434	"11994"	1.54206763	
"1326"	"518"	1.14860247	"23545"	1.18152589	"21395"	1.23682967	"2948"	1.25493066	"9081"	1.31429350	"14940"	1.34224595	
"2941"	"9636"	0.25862121	"27831"	1.07456366	"12887"	1.13293376	"17110"	1.15033745	"17775"	1.16991899	"146"	1.22855557	
"26846"	"29250"	0.59619060	"358"	0.75148324	"26753"	1.20329280	"26006"	1.52502907	"6041"	1.57984707	"24977"	1.58071959	
"18408"	"152"	0.09936843	"13491"	0.11356201	"4221"	0.23239111	"30957"	0.25728468	"21019"	0.28326964	"15452"	0.29446254	
"19172"	"19992"	1.18261373	"5317"	1.20965215	"10347"	1.21093570	"27633"	1.23765652	"21385"	1.25703507	"24375"	1.29134984	
"13795"	"27102"	0.07730019	"20671"	0.14268185	"1799"	0.20763674	"11201"	0.24546412	"23529"	0.55998618	"3742"	1.05205884	
"8370"	"9271"	0.33148642	"4952"	0.51204216	"11014"	0.51264909	"19007"	0.54362076	"5380"	0.57791987	"15508"	0.60495685	
"28273"	"22669"	0.14611116	"1022"	0.21722244	"5014"	0.26107869	"25275"	0.31288396	"15680"	0.36241202	"6122"	0.37839338	
"691"	"17866"	1.07336999	"23878"	1.11366955	"31083"	1.12010732	"10047"	1.15005028	"5576"	1.15700474	"16955"	1.17616263	
"5305"	"14611"	0.31167362	"7888"	0.31894750	"14594"	0.66909164	"17262"	1.06504123	"17222"	1.11148667	"21555"	1.11441206	
"29063"	"6511"	1.17970238	"9325"	1.18241876	"9704"	1.19487907	"28604"	1.21706255	"15580"	1.25002766	"25398"	1.25373574	
"23925"	"12389"	1.00429166	"5961"	1.04102789	"30024"	1.06993349	"18475"	1.11259711	"6693"	1.15224836	"5782"	1.16757068	
"29905"	"28917"	2.20058642	"560"	2.21191823	"19136"	2.23775064	"24240"	2.29431307	"3447"	2.32951589	"1156"	2.37897549	
"7800"	"3804"	0.07281949	"30916"	0.15758975	"14374"	0.17198536	"26050"	0.17515746	"11333"	0.29628552	"26113"	0.37206932	
"17415"	"5114"	1.31672488	"17636"	1.32183747	"23760"	1.35999990	"17753"	1.38556267	"20030"	1.52636836	"28577"	2.12234827	
"2163"	"21267"	0.21689243	"10129"	1.05854110	"27923"	1.07610525	"27503"	1.09252366	"7252"	1.10063618	"14324"	1.13672415	
"23998"	"13454"	0.03238273	"21009"	0.25706643	"19683"	0.26594937	"16949"	0.27438653	"24886"	0.29241155	"25096"	0.37939063	
"26338"	"18508"	0.53135297	"28807"	1.13844488	"12818"	1.15043243	"29121"	1.16349787	"181"	1.16787189	"19438"	1.17884621	
"26608"	"14879"	1.13833852	"9423"	1.64448088	"1518"	1.69688527	"15860"	2.01434163	"17068"	2.04617271	"11437"	2.08970475	
"339"	"2941"	2.15698233	"9660"	2.17767148	"23964"	2.24748495	"9636"	2.26602244	"30954"	2.43012214	"16187"	3.02067163	
"7220"	"27309"	1.17561031	"1268"	1.21924480	"21623"	1.31526272	"2039"	1.32066117	"13704"	1.36464355	"28523"	1.36970438	
"18161"	"5060"	1.14819263	"13672"	1.17004091	"19906"	1.21290895	"13904"	1.34262055	"12204"	1.35374192	"29755"	1.35878026	
"10848"	"6843"	0.11154130	"2067"	0.13932332	"30291"	0.24442321	"28596"	0.25352428	"26831"	0.25975478	"19076"	0.27663107	
"21209"	"14650"	1.09070228	"5521"	1.10987303	"9730"	1.17150389	"4502"	1.40668103	"18080"	2.06308470	"14967"	2.06741316	
"1259"	"22099"	0.30799761	"6201"	1.12282108	"32508"	1.15466838	"22499"	1.15657372	"23917"	1.18075598	"738"	1.19709686	
"31464"	"8317"	0.60708024	"23584"	1.04405248	"7786"	1.05838973	"17129"	1.06213421	"30270"	1.07024732	"3528"	1.09373922	
"6898"	"18353"	0.11598016	"16364"	0.34118213	"11499"	0.65032864	"23355"	0.75133232	"24261"	1.06155919	"24145"	1.07818831	
"8163"	"11010"	0.19706061	"30811"	0.43656936	"4262"	0.46411249	"12649"	1.04000593	"10271"	1.05320592	"31830"	1.06692662	
"21921"	"9201"	1.12372110	"24255"	1.13490885	"30352"	1.18977572	"11115"	1.21325313	"11223"	1.23653673	"13826"	1.31441200	
"5330"	"17103"	0.37233175	"31616"	0.39049483	"16708"	0.46434226	"16650"	0.65013240	"11994"	0.73746239	"7195"	0.75225923	
"11530"	"21195"	1.06858757	"1653"	1.08900428	"29737"	2.06348453	"24034"	2.08589106	"19587"	2.08888952	"31070"	2.09562968	
"32318"	"27899"	0.55034775	"19545"	1.27736104	"25226"	1.38619756	"16457"	1.41276838	"31595"	1.45941600	"17636"	1.53977811	
"12413"	"16955"	2.74921607	"11858"	2.84721301	"3039"	2.98791815	"24338"	3.05059608	"29246"	3.10845699	"7195"	3.21630497	
"16208"	"9189"	0.09840249	"14177"	0.10439733	"28489"	0.11368691	"14137"	0.14017202	"22829"	0.15151697	"26735"	0.15710232	
"13607"	"31684"	0.14373515	"28425"	0.59967532	"22044"	1.08209782	"30959"	1.11278946	"636"	1.11553272	"8502"	1.12638418	
"3799"	"19279"	2.40104986	"2279"	2.41296893	"24059"	2.56164671	"13813"	2.58162063	"18254"	2.61531077	"6349"	2.74962152	
"29986"	"15541"	1.12521402	"15721"	1.13913833	"21770"	1.37427360	"3783"	1.41275962	"12275"	1.42509322	"15898"	1.46272020	
"31200"	"29493"	0.43156669	"311"	1.14890166	"13276"	1.18759335	"32020"	1.19852746	"9099"	1.31586753	"10581"	1.47404708	
"29970"	"18238"	1.43816863	"30619"	1.43891688	"31260"	1.44327830	"21760"	1.45331919	"11524"	2.13200274	"14114"	2.18736002	
"4256"	"900"	0.37458160	"13728"	1.04967516	"1060"	1.07171905	"13731"	1.07424804	"7885"	1.08879666	"19477"	1.09083150	
"2225"	"13168"	0.21761028	"26857"	1.24415273	"7213"	2.05344033	"108"	2.06866325	"18078"	2.08628193	"31070"	2.09604247	
"854"	"13454"	0.08037662	"23998"	0.11275936	"19683"	0.15319001	"16949"	0.16162717	"24886"	0.17965218	"21009"	0.26385619	
"12474"	"14778"	0.14060110	"28721"	0.18035806	"29336"	0.42475574	"29537"	0.47813078	"2276"	0.51490031	"13768"	0.52257995	
"25522"	"31324"	0.22047720	"17262"	0.34551461	"15154"	1.08246577	"23532"	1.14078895	"1088"	1.14309535	"18002"	1.15739033	
"9877"	"8912"	1.12757404	"3743"	1.13415196	"24704"	1.13425185	"22550"	1.14832225	"2330"	1.20829252	"3069"	1.23945232	
"13281"	"18632"	0.51286685	"5961"	0.54413821	"6693"	0.55536672	"12389"	0.58087444	"5259"	1.11050446	"21019"	1.13912395	
"12356"	"18630"	1.16685675	"20460"	1.25806162	"14879"	1.27122675	"27630"	1.42272411	"1518"	1.49810031	"9423"	1.50339650	
"10511"	"7934"	0.42958057	"31925"	0.44440212	"9533"	0.48549535	"9732"	0.73127260	"11573"	0.77068947	"21644"	1.15600082	
"27724"	"21538"	0.20108947	"6511"	0.25378571	"21147"	0.25581635	"26349"	0.27477435	"5297"	0.36640935	"25398"	0.42985989	
"27789"	"5576"	0.22541658	"7188"	0.37899651	"27263"	0.48907460	"13709"	0.57095418	"14922"	0.58548662	"13337"	0.78276527	
"8374"	"9933"	0.58106734	"1268"	0.59318031	"26474"	0.62908223	"11115"	0.71735259	"11430"	0.75578674	"2096"	1.07581218	
"21789"	"9984"	1.05103705	"2876"	1.21027778	"25206"	1.30447578	"29529"	2.07063379	"28411"	2.09362657	"29825"	2.10319174	
"6477"	"3811"	1.10603708	"26542"	1.32636568	"23104"	2.15382827	"11907"	2.19443883	"10691"	2.21143851	"822"	2.23183975	
"28089"	"5772"	1.22741777	"26477"	1.32851338	"13786"	1.35259191	"3501"	2.12212971	"5699"	2.15033011	"969"	2.17583162	
"1921"	"32530"	1.09697825	"3333"	1.11550728	"3347"	1.12260715	"26398"	1.13243511	"22696"	1.17544745	"22311"	1.21441194	
"29534"	"15181"	0.72523926	"31473"	1.05447265	"4244"	1.05584784	"19189"	1.05616952	"22550"	1.06500637	"2880"	1.09996234	
"6280"	"7494"	0.41413688	"18235"	0.48735548	"8511"	0.77398006	"24102"	0.90295439	"19790"	0.91989502	"15335"	0.95339889	
"9515"	"8530"	0.69237683	"26116"	1.18147006	"12055"	1.30351982	"26542"	1.37358865	"26644"	2.06156862	"6477"	2.06879603	
"31475"	"22026"	0.25954193	"31193"	0.28249752	"29386"	0.31365209	"26169"	0.33125585	"22005"	0.33396595	"23269"	0.34121016	
"17450"	"24235"	0.16162770	"9011"	1.04684052	"10765"	1.07399950	"8917"	1.12888161	"21739"	1.13603115	"23290"	1.13741045	
"19663"	"9461"	0.43468096	"5955"	1.05400762	"27005"	1.05548282	"11802"	1.09951151	"19561"	1.11820824	"15455"	1.12720143	
"29752"	"21048"	1.64802988	"15100"	2.05552798	"30767"	2.12956616	"13337"	2.19124691	"27765"	2.28342368	"12331"	2.28595513	
"5796"	"28586"	0.24495641	"14797"	0.31125837	"21941"	1.04213712	"23917"	1.05296483	"16540"	1.12034890	"28127"	1.13275872	
"24384"	"19833"	1.19703044	"32350"	2.02276464	"20742"	2.08446084	"7213"	2.12329027	"8691"	2.13048684	"4424"	2.15477487	
"18499"	"4644"	0.37606433	"739"	1.15505128	"31315"	1.48162315	"14292"	1.57166641	"12616"	2.29688420	"30680"	2.31140526	
"29433"	"27475"	0.10261846	"23914"	0.15440104	"6970"	0.20271259	"11620"	0.29837366	"5087"	1.00687331	"24514"	1.03125861	
"13193"	"16364"	0.27595384	"6898"	0.34484075	"18353"	0.39876030	"11499"	0.65913617	"23355"	1.01326578	"28127"	1.14117681	
"21625"	"17323"	0.54245401	"20436"	0.54249453	"11196"	0.85064540	"6290"	1.19294857	"19532"	1.20958995	"11956"	1.21628383	
"2265"	"15513"	1.15953156	"11168"	1.16642692	"31324"	1.20275915	"5413"	1.22364208	"26933"	1.23444421	"25522"	1.25625454	
"18821"	"12332"	0.31006535	"2321"	0.36685051	"9460"	0.38965343	"9865"	0.41107349	"14365"	0.54772007	"5707"	0.74832181	
"6407"	"8370"	0.22522388	"4952"	0.28681828	"11014"	0.28742521	"9271"	0.31034417	"19007"	0.31839688	"20849"	0.38794647	
"27442"	"3405"	1.02872601	"6898"	1.18055149	"18353"	1.23447103	"13193"	1.26540041	"16364"	1.37697070	"11499"	1.65923047	
"24241"	"25965"	2.21369644	"7029"	2.30521107	"2295"	3.11303606	"21617"	3.11748559	"14098"	3.13415743	"15965"	3.16093220	
"25559"	"29333"	0.10772799	"15874"	0.19631982	"26947"	0.19707992	"1154"	0.22108137	"12468"	0.22637462	"1060"	0.22721980	
"24383"	"26169"	0.08694438	"31193"	0.09298058	"29386"	0.09500577	"18839"	0.13735717	"22005"	0.14444900	"11829"	0.15037321	
"12452"	"31062"	2.25350905	"518"	3.11089647	"3898"	3.15998838	"14940"	3.18422868	"3132"	3.20774831	"21395"	3.27770967	
"29181"	"13686"	2.11361333	"27338"	2.15893623	"5253"	2.19628168	"7323"	2.19846962	"7648"	2.19912858	"23777"	2.20717827	
"14907"	"1198"	1.08141157	"6456"	1.17718108	"26976"	1.19101249	"15680"	1.19398403	"15910"	1.20998202	"28947"	1.22698572	
"14882"	"6714"	1.39517178	"6008"	1.51243516	"29665"	2.06284421	"25989"	2.18769955	"29355"	2.18802456	"1527"	2.25885757	
"10252"	"8116"	1.21822929	"28253"	1.26257161	"14511"	1.29911880	"14292"	1.33220148	"18468"	1.37441273	"4603"	1.41783497	
"2011"	"21555"	0.53772079	"10002"	0.53896145	"11652"	0.56692336	"26227"	0.58532802	"19695"	0.78011433	"8408"	1.16348601	
"27082"	"22734"	1.30772209	"13758"	1.34093950	"799"	1.35830590	"20123"	1.42685037	"20126"	1.45285365	"25653"	1.47944047	
"6600"	"19477"	0.23577427	"16429"	0.27032639	"9042"	0.27756532	"15276"	0.30657184	"9205"	0.33428240	"31511"	0.35311017	
"8884"	"8511"	0.58033295	"24102"	0.62711550	"15335"	0.67756000	"19790"	0.95017858	"7494"	0.97789615	"18235"	0.98926331	
"19653"	"24414"	0.14662956	"9437"	0.43777222	"1559"	0.44854322	"30490"	0.51381116	"20750"	0.53365109	"8346"	1.07208311	
"16910"	"17501"	0.89465542	"25607"	1.07570706	"32013"	1.16776887	"30737"	1.20453559	"24401"	1.26291026	"1454"	1.27147205	
"31990"	"3898"	1.18442238	"30075"	1.32134292	"31805"	1.48615688	"13482"	2.11541249	"8710"	2.11541547	"19992"	2.13146204	
"30346"	"30869"	0.18568768	"2286"	0.19390233	"4673"	0.20857074	"7036"	0.80313962	"26032"	0.82897269	"9099"	1.04173521	
"16227"	"27923"	0.11952597	"25728"	0.14054478	"2163"	1.04342072	"30959"	1.05161260	"7252"	1.05721546	"10129"	1.06114550	
"27313"	"12295"	3.12642082	"28715"	3.16596827	"17200"	3.19961145	"13098"	3.20655395	"25003"	3.21551480	"18694"	3.25105078	
"26046"	"7786"	0.11354919	"27107"	0.19355737	"17129"	0.20386595	"22655"	0.20388608	"30270"	0.21478900	"3528"	0.26567815	
"26988"	"13788"	0.34483953	"28579"	0.38328734	"20796"	0.38827338	"11382"	0.49013778	"14173"	1.03907102	"20127"	1.05028926	
"23235"	"3622"	1.17472397	"11516"	1.32950728	"6714"	1.47227209	"22196"	1.49126558	"18453"	1.50514261	"27469"	1.53733807	
"4988"	"5330"	0.08076542	"17103"	0.33238265	"31616"	0.46656474	"16708"	0.54041217	"16650"	0.62416150	"7195"	0.72628833	
"31694"	"30425"	0.16820216	"18158"	0.26299841	"16116"	0.45193908	"21623"	1.02444749	"2646"	1.03267496	"10825"	1.04256112	
"3529"	"6821"	0.15728512	"30368"	0.24117679	"5851"	0.28083600	"4462"	1.10030092	"10473"	1.12094211	"31994"	1.14009670	
"12890"	"12495"	0.10068091	"11878"	0.23728856	"25198"	0.27704923	"30463"	0.49508587	"5087"	1.07874411	"25251"	1.08143293	
"23190"	"3251"	1.13038066	"9747"	1.14109049	"26540"	1.14700927	"17226"	1.16264127	"11036"	1.20139435	"14000"	1.24831547	
"26969"	"21301"	0.22416229	"31329"	0.27515414	"16934"	0.30839804	"9364"	0.33371121	"5907"	0.35913077	"26972"	0.38499739	
"12721"	"17971"	0.65668721	"11683"	1.29497569	"17158"	1.33330259	"3848"	1.51823336	"29703"	1.58458166	"9609"	1.67505556	
"24146"	"31586"	1.13605153	"17743"	1.14734703	"142"	1.31915424	"9273"	1.35563942	"2395"	1.37466410	"30308"	1.48117589	
"13970"	"4462"	0.11351063	"31994"	0.13198915	"10473"	0.15869197	"4514"	0.24938753	"15532"	0.67040602	"8799"	0.69010102	
"20240"	"5060"	0.16142386	"19906"	0.16491569	"13672"	0.20616035	"29755"	0.25655160	"13904"	0.30199207	"12204"	0.39474609	
"22629"	"18002"	0.20445158	"15262"	0.20967293	"18361"	0.27522338	"8858"	0.32901361	"1088"	0.32953240	"9190"	0.48576410	
"20380"	"9887"	0.33574731	"12892"	1.16382429	"32502"	1.19454397	"23616"	1.25465755	"23779"	1.28233827	"9138"	1.29371357	
"25277"	"31367"	2.47530522	"4986"	2.50084127	"18843"	3.31314994	"4502"	3.39065410	"9660"	3.40834198	"30954"	3.41421729	
"9292"	"10788"	0.32857764	"1411"	0.36792669	"14190"	1.15898525	"8584"	1.19102755	"739"	1.20769971	"17993"	1.23993972	
"31500"	"15555"	0.05289369	"29052"	0.31080687	"12035"	0.39966382	"25165"	0.42790607	"4399"	0.65147848	"30454"	1.01763970	
"2789"	"822"	2.11567364	"27005"	2.21266762	"10896"	2.23474857	"25093"	2.27165545	"10691"	2.28761235	"10317"	2.34664035	
"442"	"306"	0.26150827	"21318"	0.27072650	"10776"	0.38493577	"17698"	0.43264964	"18267"	0.43986115	"17290"	0.72238543	
"26908"	"20906"	1.07334966	"13454"	1.08307620	"854"	1.09934123	"23998"	1.11545894	"22473"	1.21718787	"21009"	1.22379927	
"23736"	"969"	1.14924175	"13786"	1.21905680	"15878"	1.32281379	"28089"	1.32507337	"26477"	1.35272437	"28336"	1.35656138	
"2319"	"14907"	0.27731441	"26976"	1.11777971	"1198"	1.19590284	"5550"	1.30437777	"15910"	1.35360580	"6456"	1.41380400	
"3034"	"2752"	0.36799369	"16457"	1.21978444	"3388"	1.27681861	"23229"	1.35795616	"7751"	1.39058263	"22787"	1.44136438	
"5185"	"25256"	1.91578603	"12452"	10.0468165	"15430"	2.07149168	"24570"	2.08537340	"27193"	2.13952315	"21869"	2.17480006	
"15761"	"16697"	0.33357070	"11781"	0.34657552	"25289"	0.82577978	"1454"	1.15935917	"21207"	1.17438375	"17655"	1.18864216	
"29899"	"32117"	1.05730591	"1531"	1.15224861	"23357"	1.19086412	"29177"	1.19727405	"4471"	1.20373999	"23984"	1.20591144	
"3525"	"6369"	0.06512190	"23113"	0.13544548	"13364"	0.15804494	"4351"	0.25177136	"10225"	0.31371007	"2364"	0.43545240	
"3084"	"5685"	0.06958187	"28254"	0.13407487	"19959"	0.14994169	"6772"	0.16614102	"13677"	0.18416127	"23207"	0.28337937	
"16462"	"21623"	0.21510737	"28523"	0.26954903	"18793"	0.39727685	"15116"	0.41299877	"29048"	0.51221842	"4777"	0.51653899	
"8660"	"28103"	0.30611123	"13677"	0.32691670	"3084"	0.34683705	"28254"	0.39872014	"6772"	0.39987410	"5685"	0.41641892	
"31613"	"25668"	0.17499109	"27038"	0.19530016	"28342"	0.22340977	"20406"	0.23282675	"8016"	0.23415462	"24383"	0.24714472	
"3531"	"19073"	0.13419051	"11184"	0.18625096	"31896"	0.20651331	"10659"	0.21799892	"2274"	0.23258040	"18279"	0.24588166	
"27468"	"4922"	0.06281013	"3476"	0.12346988	"31707"	0.13143317	"14072"	0.19704276	"32359"	0.20543104	"31984"	0.23646455	
"21834"	"7885"	0.04185277	"9051"	0.05141444	"17231"	0.07773243	"4163"	0.07975500	"1060"	0.09941872	"27531"	0.10321258	
"13755"	"23658"	0.63325781	"27527"	0.90338148	"30491"	0.91066131	"2011"	1.58456324	"10428"	1.63611892	"19695"	1.67121683	
"20036"	"7752"	1.13846799	"21921"	1.17595024	"7065"	1.25182779	"11223"	1.26818063	"11115"	1.28391600	"9925"	1.29113432	
"8598"	"10667"	2.10381530	"801"	2.20470415	"8562"	2.23448998	"23229"	2.27211471	"27892"	2.28010514	"18530"	2.29123327	
"19771"	"5380"	0.08837914	"19221"	0.16301867	"20849"	0.34280770	"11014"	0.40667001	"15508"	0.41678598	"28881"	0.44139771	
"11177"	"19014"	0.05424751	"2486"	0.10021832	"18839"	0.14885854	"31582"	0.16751183	"29169"	0.17597970	"17308"	0.17853471	
"32331"	"12474"	1.03131380	"9189"	1.10998603	"16208"	1.11362435	"28489"	1.12527045	"14137"	1.15175556	"22829"	1.15388820	
"12298"	"25888"	0.16908850	"1966"	0.19769878	"32428"	0.24981168	"17993"	0.38643339	"7064"	0.38671351	"8584"	0.43534556	
"21194"	"3446"	0.02165734	"17552"	0.10618582	"30859"	0.13270811	"8398"	0.15638784	"31162"	0.16106549	"20127"	0.16131866	
"30780"	"26319"	0.17112982	"3435"	0.22627337	"32405"	0.47820191	"17531"	0.50915797	"27659"	0.62069600	"16653"	0.63487659	
"22009"	"1784"	0.09780994	"8827"	0.18597514	"25205"	0.19041192	"23003"	0.19223859	"9218"	0.19926276	"2584"	0.20501672	
"31530"	"2217"	0.20154708	"2051"	0.20351920	"7848"	0.21505805	"5955"	0.26072473	"11802"	0.27082760	"27159"	0.27544795	
"730"	"11041"	2.42328334	"25763"	2.43558926	"9025"	2.44064678	"25607"	2.45519538	"16910"	2.48907736	"25499"	2.51843528	
"10805"	"29181"	1.18459882	"29035"	1.41180848	"22462"	2.12263525	"12768"	2.15675791	"22518"	2.17677762	"11999"	2.18236182	
"13133"	"15592"	0.14448929	"16965"	0.59190338	"26644"	0.60358557	"31453"	0.60884102	"11986"	0.64890809	"10123"	0.66634074	
"12017"	"16934"	1.07759227	"943"	1.14064055	"9364"	1.14125727	"4942"	1.17549948	"5907"	1.17897764	"17323"	1.19047849	
"16228"	"29333"	0.06416451	"27531"	0.11112925	"4163"	0.11506893	"21834"	0.11750570	"28470"	0.11778747	"20918"	0.12564205	
"25712"	"2486"	0.14719076	"11177"	0.15656148	"19014"	0.15710848	"31582"	0.21448427	"18839"	0.25062550	"20406"	0.26137994	
"22806"	"23777"	0.23786450	"7648"	0.31478283	"27338"	1.32423149	"14511"	1.33741050	"2344"	1.35236757	"15046"	1.42552504	
"1949"	"124"	1.28616336	"21825"	1.39603974	"21308"	1.41481266	"750"	1.45203830	"738"	1.48410178	"23917"	2.22192318	
"31339"	"6480"	1.23480446	"11585"	1.36089407	"6335"	1.45833294	"26892"	2.02157937	"29081"	2.05852060	"22196"	2.08505501	
"32230"	"15046"	1.29895741	"7648"	2.10560643	"20848"	2.16457731	"27338"	2.19766386	"23777"	2.27049146	"22806"	2.28340296	
"9193"	"14264"	0.06599435	"12232"	0.16970066	"19438"	0.18562739	"14072"	0.18630822	"23797"	0.19556961	"32359"	0.21174716	
"21809"	"14197"	1.01884091	"13565"	1.01885931	"37"	1.02398845	"14365"	1.04320325	"12945"	1.07239556	"10589"	1.07777693	
"30176"	"24274"	0.36415195	"13607"	1.14529579	"9011"	1.17408958	"5782"	1.19170544	"1702"	1.21847161	"10765"	1.22547563	
"29111"	"17951"	1.22244528	"3094"	1.25299601	"943"	1.38719216	"1454"	1.42768864	"22476"	1.43852740	"12065"	1.48258463	
"25454"	"3529"	0.12454093	"5851"	0.16047898	"6821"	0.20019340	"30368"	0.36153381	"31994"	1.06055601	"13813"	1.13330155	
"17387"	"11999"	1.19244743	"22462"	1.42461532	"9078"	1.62283366	"17196"	2.11720391	"4417"	2.17610330	"22987"	2.17824381	
"26785"	"21760"	0.22241804	"18238"	0.23756861	"30619"	0.45823814	"31260"	0.48322774	"28053"	1.06232478	"1266"	1.13448058	
